filename	maf	phenotype_name	phenotype_code	p-1e-04	p-1e-05	p-1e-06	p-1e-07	p-1e-08
I71	maf_0.01	Diagnoses - main ICD10: I71 Aortic aneurysm and dissection	I71	207	37	6	0	0
I72	maf_0.01	Diagnoses - main ICD10: I72 Other aneurysm	I72	122	18	2	0	0
I73	maf_0.01	Diagnoses - main ICD10: I73 Other peripheral vascular diseases	I73	247	42	12	3	0
I74	maf_0.01	Diagnoses - main ICD10: I74 Arterial embolism and thrombosis	I74	192	33	4	0	0
I77	maf_0.01	Diagnoses - main ICD10: I77 Other disorders of arteries and arterioles	I77	193	37	7	1	1
I78	maf_0.01	Diagnoses - main ICD10: I78 Diseases of capillaries	I78	144	26	3	0	0
I80	maf_0.01	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	I80	259	42	14	10	7
I82	maf_0.01	Diagnoses - main ICD10: I82 Other venous embolism and thrombosis	I82	113	15	4	1	1
I83	maf_0.01	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	I83	398	117	53	29	18
I84	maf_0.01	Diagnoses - main ICD10: I84 Haemorrhoids	I84	245	42	12	3	2
I85	maf_0.01	Diagnoses - main ICD10: I85 Oesophageal varices	I85	150	24	6	1	1
I86	maf_0.01	Diagnoses - main ICD10: I86 Varicose veins of other sites	I86	164	27	1	0	0
I87	maf_0.01	Diagnoses - main ICD10: I87 Other disorders of veins	I87	129	14	0	0	0
I89	maf_0.01	Diagnoses - main ICD10: I89 Other non-infective disorders of lymphatic vessels and lymph nodes	I89	98	15	1	0	0
I9_ANEURYSM	maf_0.01	Cerebral aneurysm, nonruptured	I9_ANEURYSM	105	17	2	0	0
I9_AORTANEUR	maf_0.01	Aortic aneurysm	I9_AORTANEUR	213	33	7	2	0
I9_AORTDIS	maf_0.01	Dissection of aorta	I9_AORTDIS	105	17	3	0	0
I9_ARTEMBTHR	maf_0.01	Arterial embolism and thrombosis	I9_ARTEMBTHR	195	31	5	0	0
I9_ARTEMBTHRLOW	maf_0.01	Arterial embolism and thrombosis of lower extremity artery	I9_ARTEMBTHRLOW	149	22	8	2	1
I9_ARTOTH	maf_0.01	Other diseases of arteries and capillaries	I9_ARTOTH	236	33	6	3	0
I9_AVBLOCK	maf_0.01	AV-block	I9_AVBLOCK	193	28	4	0	0
I9_CARDMPRI	maf_0.01	Cardiomyopathies, Primary/intrinsic	I9_CARDMPRI	168	26	3	0	0
I9_CARDMYO	maf_0.01	Cardiomyopathy	I9_CARDMYO	156	23	0	0	0
I9_CARDMYOOTH	maf_0.01	Cardiomyopathy, other and unspecified	I9_CARDMYOOTH	120	21	4	1	0
I9_CEREBDOTH	maf_0.01	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	I9_CEREBDOTH	105	21	2	0	0
I9_CHD_NOREV	maf_0.01	Major coronary heart disease event excluding revascularizations	I9_CHD_NOREV	318	88	33	14	11
I9_CHD	maf_0.01	Major coronary heart disease event	I9_CHD	318	88	33	14	11
I9_CONDUCTIO	maf_0.01	Conduction disorders	I9_CONDUCTIO	224	34	8	1	0
I9_CORATHER	maf_0.01	Coronary atherosclerosis	I9_CORATHER	405	130	48	33	28
I9_DISVEINLYMPH	maf_0.01	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	I9_DISVEINLYMPH	383	118	48	26	19
I9_DVTANDPULM	maf_0.01	DVT of lower extremities and pulmonary embolism	I9_DVTANDPULM	259	48	19	13	12
I9_ENDOCARD	maf_0.01	Endocarditis	I9_ENDOCARD	126	22	2	0	0
I9_HEARTFAIL_NS	maf_0.01	Heart failure, not strict	I9_HEARTFAIL_NS	242	46	6	2	0
I9_HEARTFAIL	maf_0.01	Heart failure,strict	I9_HEARTFAIL	242	46	6	2	0
I9_HYPERTENSION	maf_0.01	Hypertensive diseases	I9_HYPERTENSION	246	41	8	1	0
I9_HYPTENS	maf_0.01	Hypertension	I9_HYPTENS	240	39	5	2	0
I9_HYPTENSHR	maf_0.01	Hypertensive heart and/or renal disease	I9_HYPTENSHR	143	23	4	1	1
I9_HYPTENSPREG	maf_0.01	Hypertension complicating pregnancy, childbirth, and the puerperium	I9_HYPTENSPREG	193	32	5	2	0
I9_IHD	maf_0.01	Ischaemic heart disease, wide definition	I9_IHD	428	140	69	33	28
I9_INTRACRA	maf_0.01	Nontraumatic intracranial haemmorrhage	I9_INTRACRA	240	44	7	1	0
I9_K_CARDIAC	maf_0.01	Death due to cardiac causes	I9_K_CARDIAC	255	31	6	0	0
I9_LBBB	maf_0.01	Left bundle-branch block	I9_LBBB	94	11	2	0	0
I9_MI_STRICT	maf_0.01	Myocardial infarction, strict	I9_MI_STRICT	291	61	19	13	8
I9_MI	maf_0.01	Myocardial infarction	I9_MI	291	61	19	13	8
I9_NONRHEVALV	maf_0.01	Non-rheumatic valve diseases	I9_NONRHEVALV	240	39	9	1	0
I9_OTHILLHEART	maf_0.01	Other or ill-defined heart diseases	I9_OTHILLHEART	149	21	4	1	0
I9_OTHOTH	maf_0.01	Other other unspecified disorders of the circulatory system	I9_OTHOTH	110	28	3	0	0
I9_PAD	maf_0.01	Peripheral artery disease	I9_PAD	242	45	6	3	1
I9_PERICARD	maf_0.01	Pericarditis	I9_PERICARD	95	11	2	1	0
I9_PHLETHROMBDVTLOW	maf_0.01	DVT of lower extremities	I9_PHLETHROMBDVTLOW	265	51	14	10	8
I9_PULMOTHHD	maf_0.01	Other pulmonary heart/vessel disease	I9_PULMOTHHD	104	13	1	0	0
I9_RHEUFEV	maf_0.01	Rheumatic fever incl heart disease	I9_RHEUFEV	189	31	1	0	0
I9_RHEUVALV	maf_0.01	Rheumatic valve diseases	I9_RHEUVALV	185	29	2	0	0
I9_STR_EXH	maf_0.01	Ischaemic Stroke, excluding all haemorrhages	I9_STR_EXH	215	37	5	2	0
I9_STR_SAH	maf_0.01	Stroke, including SAH	I9_STR_SAH	213	25	6	1	0
I9_STR	maf_0.01	Stroke, excluding SAH	I9_STR	210	29	5	2	0
I9_UAP	maf_0.01	Unstable angina pectoris	I9_UAP	240	41	8	4	3
I9_VASCINT	maf_0.01	Vascular diseases of the intestine	I9_VASCINT	136	24	3	1	1
I9_VTE	maf_0.01	Venous thromboembolism	I9_VTE	264	50	18	12	10
I95	maf_0.01	Diagnoses - main ICD10: I95 Hypotension	I95	207	40	6	1	0
IBD_BACT_INTEST_INFECTIONS	maf_0.01	Bacterial intestinal infections, IBD co-morbidities	IBD_BACT_INTEST_INFECTIONS	192	28	1	0	0
IBD_ENDOMETRIOSIS	maf_0.01	Endometriosis, IBD co-morbidity	IBD_ENDOMETRIOSIS	231	48	18	3	0
IBD_PULM	maf_0.01	Respiratory diseases principally affecting the interstitium, IBD co-morbidites	IBD_PULM	184	33	6	2	1
IBD_VIRAL_HEPATITIS	maf_0.01	Viral hepatitis, IBD co-morbidity	IBD_VIRAL_HEPATITIS	151	24	1	0	0
ICDMAIN_ANY_ENTRY	maf_0.01	Any ICDMAIN event in hilmo or causes of death	ICDMAIN_ANY_ENTRY	383	75	18	7	3
II_NEOPLASM	maf_0.01	Neoplasms	II_NEOPLASM	298	79	27	19	11
III_BLOOD_IMMUN	maf_0.01	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	III_BLOOD_IMMUN	235	45	7	3	3
ILD_DIFF_DG	maf_0.01	ILD differential diagnosis	ILD_DIFF_DG	279	50	8	1	1
INFLUENZA	maf_0.01	All influenza (not pneumonia)	INFLUENZA	117	19	3	1	1
IPF	maf_0.01	Idiopathic pulmonary fibrosis (attempt to specificity)	IPF	155	22	2	1	1
IV_ENDOCRIN_NUTRIT	maf_0.01	Endocrine, nutritional and metabolic diseases	IV_ENDOCRIN_NUTRIT	231	30	14	12	10
IX_CIRCULATORY	maf_0.01	Diseases of the circulatory system	IX_CIRCULATORY	386	99	27	12	8
J01	maf_0.01	Diagnoses - main ICD10: J01 Acute sinusitis	J01	94	12	2	0	0
J02	maf_0.01	Diagnoses - main ICD10: J02 Acute pharyngitis	J02	148	19	2	0	0
J03	maf_0.01	Diagnoses - main ICD10: J03 Acute tonsillitis	J03	151	24	3	0	0
J06	maf_0.01	Diagnoses - main ICD10: J06 Acute upper respiratory infections of multiple and unspecified sites	J06	152	24	2	0	0
J10_ASTHMA_MAIN	maf_0.01	Asthma	J10_ASTHMA_MAIN	233	38	8	4	2
J10_ASTHMA	maf_0.01	Asthma	J10_ASTHMA	233	38	8	4	2
J10_EXTERLUNG	maf_0.01	Lung diseases due to external agents	J10_EXTERLUNG	163	28	4	1	1
J13	maf_0.01	Diagnoses - main ICD10: J13 Pneumonia due to Streptococcus pneumoniae	J13	108	13	2	0	0
J15	maf_0.01	Diagnoses - main ICD10: J15 Bacterial pneumonia, not elsewhere classified	J15	134	22	3	2	1
J18	maf_0.01	Diagnoses - main ICD10: J18 Pneumonia, organism unspecified	J18	234	33	3	0	0
J20	maf_0.01	Diagnoses - main ICD10: J20 Acute bronchitis	J20	81	10	2	0	0
J22	maf_0.01	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection	J22	238	27	5	1	0
J31	maf_0.01	Diagnoses - main ICD10: J31 Chronic rhinitis, nasopharyngitis and pharyngitis	J31	138	22	5	1	0
J32	maf_0.01	Diagnoses - main ICD10: J32 Chronic sinusitis	J32	228	38	3	0	0
J33	maf_0.01	Diagnoses - main ICD10: J33 Nasal polyp	J33	273	63	23	16	12
J34	maf_0.01	Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses	J34	215	20	2	0	0
J35	maf_0.01	Diagnoses - main ICD10: J35 Chronic diseases of tonsils and adenoids	J35	205	36	5	1	0
J36	maf_0.01	Diagnoses - main ICD10: J36 Peritonsillar abscess	J36	149	24	3	0	0
J38	maf_0.01	Diagnoses - main ICD10: J38 Diseases of vocal cords and larynx, not elsewhere classified	J38	220	33	10	3	0
J39	maf_0.01	Diagnoses - main ICD10: J39 Other diseases of upper respiratory tract	J39	129	23	10	2	1
J40	maf_0.01	Diagnoses - main ICD10: J40 Bronchitis, not specified as acute or chronic	J40	125	17	1	0	0
J43	maf_0.01	Diagnoses - main ICD10: J43 Emphysema	J43	119	17	3	0	0
J44	maf_0.01	Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease	J44	267	47	8	2	2
J45	maf_0.01	Diagnoses - main ICD10: J45 Asthma	J45	213	38	9	2	2
J46	maf_0.01	Diagnoses - main ICD10: J46 Status asthmaticus	J46	122	18	3	0	0
J47	maf_0.01	Diagnoses - main ICD10: J47 Bronchiectasis	J47	155	18	0	0	0
J69	maf_0.01	Diagnoses - main ICD10: J69 Pneumonitis due to solids and liquids	J69	138	22	4	2	0
J84	maf_0.01	Diagnoses - main ICD10: J84 Other interstitial pulmonary diseases	J84	158	26	8	2	2
J86	maf_0.01	Diagnoses - main ICD10: J86 Pyothorax	J86	120	18	1	0	0
J90	maf_0.01	Diagnoses - main ICD10: J90 Pleural effusion, not elsewhere classified	J90	218	36	11	1	0
J93	maf_0.01	Diagnoses - main ICD10: J93 Pneumothorax	J93	146	20	3	1	0
J96	maf_0.01	Diagnoses - main ICD10: J96 Respiratory failure, not elsewhere classified	J96	133	21	2	0	0
J98	maf_0.01	Diagnoses - main ICD10: J98 Other respiratory disorders	J98	189	24	4	0	0
K00	maf_0.01	Diagnoses - main ICD10: K00 Disorders of tooth development and eruption	K00	106	22	1	1	1
K01	maf_0.01	Diagnoses - main ICD10: K01 Embedded and impacted teeth	K01	229	36	4	2	1
K02	maf_0.01	Diagnoses - main ICD10: K02 Dental caries	K02	228	38	3	1	0
K04	maf_0.01	Diagnoses - main ICD10: K04 Diseases of pulp and periapical tissues	K04	209	34	6	1	0
K05	maf_0.01	Diagnoses - main ICD10: K05 Gingivitis and periodontal diseases	K05	165	19	4	0	0
K06	maf_0.01	Diagnoses - main ICD10: K06 Other disorders of gingiva and edentulous alveolar ridge	K06	114	17	6	0	0
K07	maf_0.01	Diagnoses - main ICD10: K07 Dentofacial anomalies [including malocclusion]	K07	172	16	2	1	0
K08	maf_0.01	Diagnoses - main ICD10: K08 Other disorders of teeth and supporting structures	K08	205	31	2	1	0
K09	maf_0.01	Diagnoses - main ICD10: K09 Cysts of oral region, not elsewhere classified	K09	135	19	3	0	0
K10	maf_0.01	Diagnoses - main ICD10: K10 Other diseases of jaws	K10	152	22	4	0	0
K11_ACHAL	maf_0.01	Achalasia of cardia	K11_ACHAL	83	16	2	0	0
K11_ACUTGASTR	maf_0.01	Acute gastritis	K11_ACUTGASTR	177	21	2	0	0
K11_ADHE	maf_0.01	Intestinal adhesions without obstruction	K11_ADHE	196	37	3	1	0
K11_APPENDIX	maf_0.01	Diseases of appendix	K11_APPENDIX	207	29	11	4	1
K11_APPENDOTH	maf_0.01	Other appendicitis	K11_APPENDOTH	156	15	1	0	0
K11_BARRET	maf_0.01	Barret oesophagus	K11_BARRET	244	42	4	1	0
K11_CHOLANGI	maf_0.01	Cholangitis (sclerosing)	K11_CHOLANGI	145	31	8	3	0
K11_CHRONGASTR	maf_0.01	Chronic gastritis	K11_CHRONGASTR	222	37	2	0	0
K11_CHRONPANC	maf_0.01	Chronic pancreatitis	K11_CHRONPANC	137	23	3	0	0
K11_COELIAC	maf_0.01	Coeliac disease	K11_COELIAC	265	51	22	12	10
K11_GALLBILPANC	maf_0.01	Disorders of gallbladder, biliary tract and pancreas	K11_GALLBILPANC	327	80	30	17	14
K11_GASTRODUOULC	maf_0.01	Gastroduodenal ulcer	K11_GASTRODUOULC	243	32	7	0	0
K11_GIBLEEDING	maf_0.01	GI-bleeding	K11_GIBLEEDING	218	26	1	0	0
K11_HERNIA	maf_0.01	Hernia	K11_HERNIA	326	84	33	19	11
K11_ILEUS	maf_0.01	Paralytic ileus and intestinal obstruction	K11_ILEUS	230	40	3	1	0
K11_IMPACT	maf_0.01	Impaction of intestines	K11_IMPACT	112	22	4	1	0
K11_LIVER	maf_0.01	Diseases of liver	K11_LIVER	244	58	13	2	1
K11_OESOBST	maf_0.01	Oesophageal obstruction	K11_OESOBST	249	40	7	0	0
K11_OESULC	maf_0.01	Ulcer of oesophagus	K11_OESULC	229	30	3	0	0
K11_OTHDIG	maf_0.01	Other diseases of the digestive system	K11_OTHDIG	216	36	10	7	6
K11_OTHDISOES	maf_0.01	Other diseases of oesophagus	K11_OTHDISOES	223	29	2	1	0
K11_OTHGASTR	maf_0.01	Other gastritis (incl. Duodenitis)	K11_OTHGASTR	220	20	1	0	0
K11_OTHILEUS	maf_0.01	Other or unspecified ileus, impaction or obstruction	K11_OTHILEUS	237	43	5	1	0
K11_PANCOTH	maf_0.01	Other diseases of pancreas	K11_PANCOTH	141	20	1	0	0
K11_PERITON	maf_0.01	Diseases of peritoneum	K11_PERITON	180	25	3	0	0
K11_VOLVU	maf_0.01	Volvulus	K11_VOLVU	126	18	1	0	0
K11	maf_0.01	Diagnoses - main ICD10: K11 Diseases of salivary glands	K11	182	33	6	0	0
K12	maf_0.01	Diagnoses - main ICD10: K12 Stomatitis and related lesions	K12	146	26	4	0	0
K13	maf_0.01	Diagnoses - main ICD10: K13 Other diseases of lip and oral mucosa	K13	236	30	5	1	0
K14	maf_0.01	Diagnoses - main ICD10: K14 Diseases of tongue	K14	208	42	5	1	1
K20	maf_0.01	Diagnoses - main ICD10: K20 Oesophagitis	K20	235	32	3	0	0
K21	maf_0.01	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	K21	238	34	5	0	0
K22	maf_0.01	Diagnoses - main ICD10: K22 Other diseases of oesophagus	K22	231	32	6	0	0
K25	maf_0.01	Diagnoses - main ICD10: K25 Gastric ulcer	K25	231	39	4	0	0
K26	maf_0.01	Diagnoses - main ICD10: K26 Duodenal ulcer	K26	241	39	6	2	1
K29	maf_0.01	Diagnoses - main ICD10: K29 Gastritis and duodenitis	K29	240	29	2	1	0
K30	maf_0.01	Diagnoses - main ICD10: K30 Dyspepsia	K30	208	27	1	0	0
K31	maf_0.01	Diagnoses - main ICD10: K31 Other diseases of stomach and duodenum	K31	212	30	9	2	0
K35	maf_0.01	Diagnoses - main ICD10: K35 Acute appendicitis	K35	219	33	8	2	1
K37	maf_0.01	Diagnoses - main ICD10: K37 Unspecified appendicitis	K37	147	26	3	0	0
K38	maf_0.01	Diagnoses - main ICD10: K38 Other diseases of appendix	K38	91	12	5	0	0
K40	maf_0.01	Diagnoses - main ICD10: K40 Inguinal hernia	K40	328	85	39	28	21
K41	maf_0.01	Diagnoses - main ICD10: K41 Femoral hernia	K41	194	27	3	1	0
K42	maf_0.01	Diagnoses - main ICD10: K42 Umbilical hernia	K42	262	57	14	3	1
K43	maf_0.01	Diagnoses - main ICD10: K43 Ventral hernia	K43	244	41	11	2	0
K44	maf_0.01	Diagnoses - main ICD10: K44 Diaphragmatic hernia	K44	249	30	6	0	0
K46	maf_0.01	Diagnoses - main ICD10: K46 Unspecified abdominal hernia	K46	91	15	0	0	0
K50	maf_0.01	Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis]	K50	247	48	10	4	3
K51	maf_0.01	Diagnoses - main ICD10: K51 Ulcerative colitis	K51	285	72	23	9	4
K52	maf_0.01	Diagnoses - main ICD10: K52 Other non-infective gastro-enteritis and colitis	K52	227	40	5	1	0
K55	maf_0.01	Diagnoses - main ICD10: K55 Vascular disorders of intestine	K55	151	28	5	2	1
K56	maf_0.01	Diagnoses - main ICD10: K56 Paralytic ileus and intestinal obstruction without hernia	K56	226	39	4	1	0
K57	maf_0.01	Diagnoses - main ICD10: K57 Diverticular disease of intestine	K57	340	87	36	19	7
K58	maf_0.01	Diagnoses - main ICD10: K58 Irritable bowel syndrome	K58	265	55	8	1	0
K59	maf_0.01	Diagnoses - main ICD10: K59 Other functional intestinal disorders	K59	221	25	2	1	0
K60	maf_0.01	Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions	K60	256	40	5	2	0
K61	maf_0.01	Diagnoses - main ICD10: K61 Abscess of anal and rectal regions	K61	214	35	5	1	0
K62	maf_0.01	Diagnoses - main ICD10: K62 Other diseases of anus and rectum	K62	221	22	5	0	0
K63	maf_0.01	Diagnoses - main ICD10: K63 Other diseases of intestine	K63	246	39	13	5	2
K65	maf_0.01	Diagnoses - main ICD10: K65 Peritonitis	K65	145	18	3	0	0
K66	maf_0.01	Diagnoses - main ICD10: K66 Other disorders of peritoneum	K66	162	32	3	0	0
K70	maf_0.01	Diagnoses - main ICD10: K70 Alcoholic liver disease	K70	164	25	4	1	1
K74	maf_0.01	Diagnoses - main ICD10: K74 Fibrosis and cirrhosis of liver	K74	135	23	0	0	0
K75	maf_0.01	Diagnoses - main ICD10: K75 Other inflammatory liver diseases	K75	140	23	3	2	0
K76	maf_0.01	Diagnoses - main ICD10: K76 Other diseases of liver	K76	182	38	7	3	0
K80	maf_0.01	Diagnoses - main ICD10: K80 Cholelithiasis	K80	310	80	33	16	12
K81	maf_0.01	Diagnoses - main ICD10: K81 Cholecystitis	K81	255	42	9	2	2
K82	maf_0.01	Diagnoses - main ICD10: K82 Other diseases of gallbladder	K82	137	24	5	3	0
K83	maf_0.01	Diagnoses - main ICD10: K83 Other diseases of biliary tract	K83	243	48	9	3	1
K85	maf_0.01	Diagnoses - main ICD10: K85 Acute pancreatitis	K85	223	38	10	3	0
K86	maf_0.01	Diagnoses - main ICD10: K86 Other diseases of pancreas	K86	159	23	5	1	0
K90	maf_0.01	Diagnoses - main ICD10: K90 Intestinal malabsorption	K90	255	50	19	11	10
K91	maf_0.01	Diagnoses - main ICD10: K91 Postprocedural disorders of digestive system, not elsewhere classified	K91	218	28	6	1	1
K92	maf_0.01	Diagnoses - main ICD10: K92 Other diseases of digestive system	K92	202	30	5	0	0
KNEE_ARTHROSIS	maf_0.01	Gonarthrosis [arthrosis of knee](FG)	KNEE_ARTHROSIS	321	74	21	10	2
KRA_PSY_ALCOH	maf_0.01	Alcohol abuse, main dg	KRA_PSY_ALCOH	151	23	1	0	0
KRA_PSY_ANXIETY	maf_0.01	Anxiety disorders	KRA_PSY_ANXIETY	213	37	4	0	0
KRA_PSY_ANYMENTAL_SUICID	maf_0.01	Any mental disorder, or suicide (or attempt)	KRA_PSY_ANYMENTAL_SUICID	100	11	1	1	0
KRA_PSY_ANYMENTAL	maf_0.01	Any mental disorder	KRA_PSY_ANYMENTAL	234	33	10	1	1
KRA_PSY_DEMENTIA	maf_0.01	Any dementia	KRA_PSY_DEMENTIA	121	20	5	1	1
KRA_PSY_MOOD	maf_0.01	Mood disorders	KRA_PSY_MOOD	255	40	11	0	0
KRA_PSY_PERSON	maf_0.01	Personality disorders	KRA_PSY_PERSON	93	11	1	0	0
KRA_PSY_SCHIZODEL	maf_0.01	Schizophrenia or delusion	KRA_PSY_SCHIZODEL	157	39	7	3	0
KRA_PSY_SUBSTANCE	maf_0.01	Substance abuse	KRA_PSY_SUBSTANCE	229	37	9	1	0
L02	maf_0.01	Diagnoses - main ICD10: L02 Cutaneous abscess, furuncle and carbuncle	L02	264	43	6	2	0
L03	maf_0.01	Diagnoses - main ICD10: L03 Cellulitis	L03	244	46	6	1	1
L05	maf_0.01	Diagnoses - main ICD10: L05 Pilonidal cyst	L05	179	26	3	0	0
L08	maf_0.01	Diagnoses - main ICD10: L08 Other local infections of skin and subcutaneous tissue	L08	191	25	5	1	0
L12_ACTINKERA	maf_0.01	Actinic keratosis	L12_ACTINKERA	254	53	10	3	3
L12_ATROPHICSKIN	maf_0.01	Atrophic disorders of skin	L12_ATROPHICSKIN	234	36	10	1	0
L12_DERM_NAS	maf_0.01	Other and unspecified dermatitis	L12_DERM_NAS	134	26	4	0	0
L12_DERMATITISNAS	maf_0.01	Other and unspecified dermatitis	L12_DERMATITISNAS	132	27	1	0	0
L12_EPIDERMALTHICKOTH	maf_0.01	Other epidermal thickening	L12_EPIDERMALTHICKOTH	162	29	5	1	0
L12_EPIDERMTHICKNAS	maf_0.01	Other and unspecified epidermal thickening	L12_EPIDERMTHICKNAS	156	29	4	0	0
L12_ERYTH_NAS	maf_0.01	Other and unspecified erythematous conditions	L12_ERYTH_NAS	94	16	2	0	0
L12_ERYTHEMATOUSOTH	maf_0.01	Other erythematous conditions	L12_ERYTHEMATOUSOTH	98	18	1	0	0
L12_FOLICULAROTH	maf_0.01	Other follicular disorders	L12_FOLICULAROTH	167	20	4	0	0
L12_FOLLICULARNAS	maf_0.01	Other and unspecified follicular disorders	L12_FOLLICULARNAS	102	18	2	0	0
L12_FOREIGNBODYGRANULOMA	maf_0.01	Foreign body granuloma of skin and subcutaneous tissue	L12_FOREIGNBODYGRANULOMA	101	16	3	0	0
L12_GRANULOMASKINNAS	maf_0.01	Other and unspecified granulomatous disorders of skin and subcutaneous tissue	L12_GRANULOMASKINNAS	119	12	1	0	0
L12_GRANULOMATOUSSKIN	maf_0.01	Granulomatous disorders of skin and subcutaneous tissue	L12_GRANULOMATOUSSKIN	156	18	2	0	0
L12_HIDRADENITISSUP	maf_0.01	Hidradenitis suppurativa	L12_HIDRADENITISSUP	111	16	1	0	0
L12_HYPERTROPHICNAS	maf_0.01	Other and unspecified hypertrophic disorders of skin	L12_HYPERTROPHICNAS	157	30	3	1	0
L12_HYPERTROPHICSKIN	maf_0.01	Hypertrophic disorders of skin	L12_HYPERTROPHICSKIN	192	28	5	0	0
L12_HYPETROPHICSCAR	maf_0.01	Hypertrophic scar	L12_HYPETROPHICSCAR	113	18	5	1	0
L12_INFECT_SKIN_OTHER	maf_0.01	Other local infections of skin and subcutaneous tissue	L12_INFECT_SKIN_OTHER	190	30	5	1	0
L12_LICHENSCLERATROPH	maf_0.01	Lichen sclerosus et atrophicus	L12_LICHENSCLERATROPH	142	21	4	0	0
L12_LICHSIMPANDPRURIGO	maf_0.01	Lichen simplex chronicus and prurigo	L12_LICHSIMPANDPRURIGO	91	13	4	1	0
L12_NAIL_INGROW	maf_0.01	Ingrowing nail	L12_NAIL_INGROW	187	28	5	2	1
L12_NAILDIS	maf_0.01	Nail disorders	L12_NAILDIS	213	36	6	1	1
L12_NAILNAS	maf_0.01	Other and unspecified nail disorders	L12_NAILNAS	105	21	5	1	0
L12_NONIONRADISKIN	maf_0.01	Skin changes due to chronic exposure to nonionizing radiation	L12_NONIONRADISKIN	265	60	8	3	2
L12_NONIONRADISKINNAS	maf_0.01	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	L12_NONIONRADISKINNAS	112	20	2	1	0
L12_OTHERDISSKINANDSUBCUTIS	maf_0.01	Other disorders of skin and subcutaneous tissue, not elsewhere classified	L12_OTHERDISSKINANDSUBCUTIS	214	29	5	1	0
L12_OTHERMELANIN	maf_0.01	Other melanin hyperpigmentation	L12_OTHERMELANIN	143	20	0	0	0
L12_OTHPIGMENTATION	maf_0.01	Other disorders of pigmentation	L12_OTHPIGMENTATION	153	28	2	0	0
L12_PIGMENTNAS	maf_0.01	Other and unspecified disorders of pigmentation	L12_PIGMENTNAS	107	19	4	1	0
L12_PSORI_ARTHRO	maf_0.01	Arthropathic psoriasis	L12_PSORI_ARTHRO	141	17	2	2	2
L12_PSORI_NAS	maf_0.01	Other and unspecified psoriasis	L12_PSORI_NAS	123	26	9	4	3
L12_PSORIASIS	maf_0.01	Psoriasis	L12_PSORIASIS	187	29	8	6	5
L12_PYOGENGRANUL	maf_0.01	Pyogenic granuloma	L12_PYOGENGRANUL	144	16	2	0	0
L12_ROSACEA	maf_0.01	Rosacea	L12_ROSACEA	101	10	0	0	0
L12_SCARCONDITIONS	maf_0.01	Scar conditions and fibrosis of skin	L12_SCARCONDITIONS	219	27	5	3	1
L12_SKINSUBCUTISNAS	maf_0.01	Other and unspecified disorders of skin and subcutaneous tissue	L12_SKINSUBCUTISNAS	217	31	5	2	0
L12_URTICA_NAS	maf_0.01	Other and unspecified urticaria	L12_URTICA_NAS	94	8	3	0	0
L12_URTICARIA	maf_0.01	Urticaria	L12_URTICARIA	87	13	5	0	0
L27	maf_0.01	Diagnoses - main ICD10: L27 Dermatitis due to substances taken internally	L27	96	10	2	0	0
L28	maf_0.01	Diagnoses - main ICD10: L28 Lichen simplex chronicus and prurigo	L28	91	13	4	1	0
L29	maf_0.01	Diagnoses - main ICD10: L29 Pruritus	L29	119	16	1	0	0
L30	maf_0.01	Diagnoses - main ICD10: L30 Other dermatitis	L30	132	27	1	0	0
L40	maf_0.01	Diagnoses - main ICD10: L40 Psoriasis	L40	187	29	8	6	5
L43	maf_0.01	Diagnoses - main ICD10: L43 Lichen planus	L43	168	32	8	1	0
L50	maf_0.01	Diagnoses - main ICD10: L50 Urticaria	L50	87	13	5	0	0
L53	maf_0.01	Diagnoses - main ICD10: L53 Other erythematous conditions	L53	98	18	1	0	0
L57	maf_0.01	Diagnoses - main ICD10: L57 Skin changes due to chronic exposure to nonionising radiation	L57	265	60	8	3	2
L60	maf_0.01	Diagnoses - main ICD10: L60 Nail disorders	L60	213	36	6	1	1
L71	maf_0.01	Diagnoses - main ICD10: L71 Rosacea	L71	101	10	0	0	0
L72	maf_0.01	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue	L72	234	35	9	7	5
L73	maf_0.01	Diagnoses - main ICD10: L73 Other follicular disorders	L73	167	20	4	0	0
L81	maf_0.01	Diagnoses - main ICD10: L81 Other disorders of pigmentation	L81	153	28	2	0	0
L82	maf_0.01	Diagnoses - main ICD10: L82 Seborrhoeic keratosis	L82	227	39	9	4	1
L85	maf_0.01	Diagnoses - main ICD10: L85 Other epidermal thickening	L85	162	29	5	1	0
L90	maf_0.01	Diagnoses - main ICD10: L90 Atrophic disorders of skin	L90	234	36	10	1	0
L91	maf_0.01	Diagnoses - main ICD10: L91 Hypertrophic disorders of skin	L91	192	28	5	0	0
